activity_id,title,description,status,start_date,end_date,spent_time,expected_time 
615,Heri.,"Constituto autem illo, de quo ante diximus, quod honestum esset, id esse solum bonum, intellegi necesse est pluris id, quod honestum sit, aestimandum esse quam illa media, quae ex eo comparentur. stultitiam autem et timiditatem et iniustitiam et intemperantiam cum dicimus esse fugiendas propter eas res, quae ex ipsis eveniant!",FINISHED,2019-06-20,2019-06-26,2975,2880
616,Ia.,"Verum hoc loco sumo verbis his eandemcerte vim voluptatis Epicurum nosse quam ceteros. omnes enimiucundum motum, quo sensus hilaretur. Graece *donn, Latinevoluptatem vocant. Quid est igitur, inquit, quod requiras? Dicam, inquam, et quidem discendi causa magis, quam quo te aut Epicurumreprehensum velim. Ego quoque, inquit, didicerim libentius si quidattuleris, qua.",FINISHED,2019-06-26,2019-07-02,2883,2880
617,Se.,"Hanc ego cum teneam sententiam, quid est cur verear, ne ad eam non possim accommodare Torquatos nostros? quos tu paulo ante cum memoriter, tum etiam erga nos amice et benivole collegisti, nec me tamen laudandis maioribus meis corrupisti nec segniorem ad respondendum reddidisti. quorum facta quem ad modum, quaeso, interpretaris?",FINISHED,2019-07-02,2019-07-08,2926,2880
618,Quapropte.,"Sed iam sentio me esse longius provectum, quam proposita ratio postularet. verum admirabilis compositio disciplinae incredibilisque rerum me traxit ordo; quem, per deos inmortales! nonne miraris? quid enim aut in natura, qua nihil est aptius, nihil descriptius, aut in operibus manu factis tam compositum tamque compactum et coagmentatum inveniri potest?",FINISHED,2019-07-08,2019-07-14,2768,2880
619,Itaque!,"Videamus nunc, quam sint praeclare illa his, quae iam posui, consequentia. cum enim hoc sit extremum - sentis enim, credo, me iam diu, quod talow Graeci dicant, id dicere tum extremum, tum ultimum, tum summum; licebit etiam finem pro extremo aut ultimo dicere - cum igitur hoc sit extremum, congruente.",FINISHED,2019-07-14,2019-07-20,2793,2880
620,Dicuntu?,"Sed cum, quod honestum sit, id solum bonum esse dicamus, consentaneum tamen est fungi officio, cum id officium nec in bonis ponamus nec in malis. est enim aliquid in his rebus probabile, et quidem ita, ut eius ratio reddi possit, ergo ut etiam probabiliter acti ratio reddi possit. est aute.",FINISHED,2019-07-20,2019-07-26,2861,2880
621,Elicere.,"Ut enim, inquit, nemo dicit in regia regem ipsum quasi productum esse ad dignitatem (id est enim prohgmanon), sed eos, qui in aliquo honore sunt, quorum ordo proxime accedit, ut secundus sit, ad regium principatum, sic in vita non ea, quae primo loco sunt, sed ea, quae secundum locum optinent.",FINISHED,2019-07-26,2019-08-01,2862,2880
622,Elicere.,"Non prorsus, inquit, omnisque, quisine dolore sint, in voluptate, et ea quidem summa, esse dico. Ergoin eadem voluptate eum, qui alteri misceat mulsum ipse non sitiens, et eum, qui illud sitiens bibat? Tum ille: Finem, inquit, interrogandi, si videtur, quod quidem ego a principio ita me malledixeram hoc ipsum providens!",FINISHED,2019-08-01,2019-08-07,2888,2880
623,Bonu?,"Illud autem ipsum qui optineripotest, quod dicitis, omnis animi et voluptates et dolores adcorporis voluptates ac dolores pertinere? nihilne te delectatumquam - video, quicum loquar - te igitur, Torquate, ipsum per senihil delectat? omitto dignitatem, honestatem, speciem ipsamvirtutum, de quibus ante dictum est, haec leviora ponam: poema, orationem cum au?",FINISHED,2019-08-07,2019-08-13,2824,2880
624,Qui!,"Quid ergo attinet dicere: 'Nihilhaberem, quod reprehenderem, si finitas cupiditates haberent'? hocest dicere: 'Non reprehenderem asotos, si non essent asoti.' istomodo ne improbos quidem, si essent boni viri. hic homo severusluxuriam ipsam per se reprehendendam non putat, et hercule, Torquate, ut verum loquamur, si summum bonum voluptas est, rectissime no?",FINISHED,2019-08-13,2019-08-19,2873,2880
625,Ut.,"Iis igitur est difficilius satis facere, qui se Latina scripta dicunt contemnere. in quibus hoc primum est in quo admirer, cur in gravissimis rebus non delectet eos sermo patrius, cum idem fabellas Latinas ad verbum e Graecis expressas non inviti legant. quis enim tam inimicus paene nomini Romano est, qu.",FINISHED,2019-08-19,2019-08-25,2955,2880
626,S.,"Ut igitur illis, qui, recta ethonesta quae sunt, ea statuunt per se expetenda, adeunda sunt saepepericula decoris honestatisque causa, sic vestris, qui omniavoluptate metiuntur, pericula adeunda sunt, ut adipiscantur magnasvoluptates. si magna res, magna hereditas agetur, cum pecuniavoluptates pariantur plurimae, idem erit Epicuro vestro faciendum, si suum finem bonorum sequ?",FINISHED,2019-08-25,2019-08-31,2776,2880
627,Hu?,"An potest, inquit ille, quicquamesse suavius quam nihil dolere? Immo sit sane nihil melius, inquam - nondum enim id quaero - num propterea idem voluptas est, quod, ut ita dicam, indolentia? Plane idem, inquit, et maximaquidem, qua fieri nulla maior potest. Quid dubitas igitur, inquam, summo bono a te it.",FINISHED,2019-08-31,2019-09-06,2811,2880
628,Hi?,"Quam ob rem tandem, inquit, non satisfacit? te enim iudicem aequum puto, modo quae dicat ille bene noris. Nisi mihi Phaedrum, inquam, tu mentitum aut Zenonem putas, quorum utrumque audivi, cum mihi nihil sane praeter sedulitatem probarent, omnes mihi Epicuri sententiae satis notae sunt. atque eos, quos nominavi, cum Attic?",FINISHED,2019-09-06,2019-09-12,2820,2880
629,It.,"Memini me adesse P. Sextilio Rufo, cum is rem ad amicos ita deferret, se esse heredem Q. Fadio Gallo, cuius in testamento scriptum esset se ab eo rogatum ut omnishereditas ad filiam perveniret. id Sextilius factum negabat.poterat autem inpune; quis enim redargueret? nemo nostrum credebat, eratque veri similius hunc mentiri?",FINISHED,2019-09-12,2019-09-18,2974,2880
630,Constitut!,"Ut enim obscuratur et offunditur luce solis lumen lucernae, et ut interit magnitudine maris Aegaei stilla mellis, et ut in divitiis Croesi teruncii accessio et gradus unus in ea via, quae est hinc in Indiam, sic, cum sit is bonorum finis, quem Stoici dicunt, omnis ista rerum corporearum aestimatio splendor.",FINISHED,2019-09-18,2019-09-24,2863,2880
631,Han?,"Sed dum dialecticam, Torquate, contemnit Epicurus, quae una continet omnem et perspiciendi quid inquaque re sit scientiam et iudicandi quale quidque sit et rationeac via disputandi, ruit in dicendo, ut mihi quidem videtur, nec ea, quae docere vult, ulla arte distinguit, ut haec ipsa, quae modoloquebamur. summum a vobis bonu.",FINISHED,2019-09-24,2019-09-30,2762,2880
632,Facere?,"Atque haec quidem de rerum nominibus. de ipsis rebus autem saepenumero, Brute, vereor ne reprehendar, cum haec ad te scribam, qui cum in philosophia, tum in optimo genere philosophiae tantum processeris. quod si facerem quasi te erudiens, iure reprehenderer. sed ab eo plurimum absum neque, ut ea cognoscas, quae tib?",FINISHED,2019-09-30,2019-10-06,2857,2880
633,Quis.,"Sed in ceteris artibus cum dicitur artificiose, posterum quodam modo et consequens putandum est, quod illi igennhmatik appellant; cum autem in quo sapienter dicimus, id a primo rectissime dicitur. quicquid enim a sapientia proficiscitur, id continuo debet expletum esse omnibus suis partibus; in eo enim positum est id, quod dicimu!",FINISHED,2019-10-06,2019-10-12,2788,2880
634,Videamu!,"Eademque ratione ne temperantiam quidem propter se expetendam esse dicemus, sed quia pacem animis afferat et eos quasi concordia quadam placet ac leniat. temperantia est enim, quae in rebus aut expetendis aut fugiendis ut rationem sequamur monet. nec enim satis est iudicare quid faciendum non faciendumve sit, sed stare etia?",FINISHED,2019-10-12,2019-10-18,2840,2880
635,Hae?,"Nec vero ignoro varias philosophorum fuisse sententias, eorum dico, qui summum bonum, quod ultimum appello, in animo ponerent. quae quamquam vitiose quidam secuti sunt, tamen non modo iis tribus, qui virtutem a summo bono segregaverunt, cum aut voluptatem aut vacuitatem doloris aut prima naturae in summis bonis ponerent, sed etia.",FINISHED,2019-10-18,2019-10-24,2790,2880
636,Qui.,"Quam haec sunt contraria! hic sidefinire, si dividere didicisset, si loquendi vim, si deniqueconsuetudinem verborum teneret, numquam in tantas salebrasincidisset. nunc vides, quid faciat. quam nemo umquam voluptatemappellavit, appellat; quae duo sunt, unum facit. hanc in motuvoluptatem - sic enim has suaves et quasi dulces voluptatesappellat - interdum ita extenuat!",FINISHED,2019-10-24,2019-10-30,2823,2880
637,Ii?,"Sed ex hoc primum error tollendus est, ne quis sequi existimet, ut duo sint ultima bonorum. etenim, si cui propositum sit conliniare hastam aliquo aut sagittam, sicut nos ultimum in bonis dicimus, sic illi facere omnia, quae possit, ut conliniet huic in eius modi similitudine omnia sint facienda, ut conliniet!",FINISHED,2019-10-30,2019-11-05,2984,2880
638,Omn?,"Sed iure Mucius. ego autem mirari non queo unde hoc sit tam insolens domesticarum rerum fastidium. non est omnino hic docendi locus; sed ita sentio et saepe disserui, Latinam linguam non modo non inopem, ut vulgo putarent, sed locupletiorem etiam esse quam Graecam. quando enim nobis, vel dicam aut oratoribu!",FINISHED,2019-11-05,2019-11-11,2820,2880
639,Se!,"Quid? si in ipso corpore multavoluptati praeponenda sunt, ut vires, valitudo, velocitas, pulchritudo, quid tandem in animis censes? in quibus doctissimiilli veteres inesse quiddam caeleste et divinum putaverunt. Quodsiesset in voluptate summum bonum, ut dicitis, optabile esset maximain voluptate nullo intervallo interiecto dies noctesque versari, cum omnes sensus dulcedine omn!",FINISHED,2019-11-11,2019-11-17,2882,2880
640,U.,"Sed haec nihil sane ad rem; illavideamus, quae a te de amicitia dicta sunt. e quibus unum mihividebar ab ipso Epicuro dictum cognoscere, amicitiam a voluptatenon posse divelli ob eamque rem colendam esse, quod,sine ea tuto et sine metu vivi non posset, neiucunde quidem posset. satis est ad hoc responsum.",FINISHED,2019-11-17,2019-11-23,2996,2880
641,Ia.,"Restat locus huic disputationi vel maxime necessarius de amicitia, quam, si voluptas summum sit bonum, affirmatis nullam omnino fore. de qua Epicurus quidem ita dicit, omnium rerum, quas ad beate vivendum sapientia comparaverit, nihil esse maius amicitia, nihil uberius, nihil iucundius. nec vero hoc oratione solum, sed multo magis vit?",FINISHED,2019-11-23,2019-11-29,2768,2880
642,Ia.,"Heri, inquam, ludis commissis ex urbe profectus veni ad vesperum. causa autem fuit huc veniendi ut quosdam hinc libros promerem. et quidem, Cato, hanc totam copiam iam Lucullo nostro notam esse oportebit; nam his libris eum malo quam reliquo ornatu villae delectari. est enim mihi magnae curae - quamquam ho.",FINISHED,2019-11-29,2019-12-05,2826,2880
643,Ia!,"Sed de clarorum hominum factis illustribus et gloriosis satis hoc loco dictum sit. erit enim iam de omnium virtutum cursu ad voluptatem proprius disserendi locus. nunc autem explicabo, voluptas ipsa quae qualisque sit, ut tollatur error omnis imperitorum intellegaturque ea, quae voluptaria, delicata, mollis habeatur disciplina, quam gravis, quam continens?",FINISHED,2019-12-05,2019-12-11,2983,2880
644,Ia?,"Omne autem, quod honestum sit, id esse propter se expetendum commune nobis est cum multorum aliorum philosophorum sententiis. praeter enim tres disciplinas, quae virtutem a summo bono excludunt, ceteris omnibus philosophis haec est tuenda sententia, maxime tamen his , qui nihil aliud in bonorum numero nisi honestum esse voluerunt. se.",FINISHED,2019-12-11,2019-12-17,2926,2880
645,Contine?,"Deinceps explicatur differentia rerum, quam si non ullam esse diceremus, confunderetur omnis vita, ut ab Aristone, neque ullum sapientiae munus aut opus inveniretur, cum inter res eas, quae ad vitam degendam pertinerent, nihil omnino interesset, neque ullum dilectum adhiberi oporteret. itaque cum esset satis constitutum id solum esse bonum, quo?",FINISHED,2019-12-17,2019-12-23,2885,2880
646,Vide!,"Naturales divitias dixit parabilesesse, quod parvo esset natura contenta. Certe, nisi voluptatemtanti aestimaretis. Non minor, inquit, voluptas percipitur exvilissimis rebus quam ex pretiosissimis. Hoc est non modo cor nonhabere, sed ne palatum quidem. qui enim voluptatem ipsamcontemnunt, iis licet dicere se acupenserem maenae non anteponere.cui vero in voluptate summum bonu!",FINISHED,2019-12-23,2019-12-29,2872,2880
647,Han?,"Hanc ego cum teneam sententiam, quid est cur verear, ne ad eam non possim accommodare Torquatos nostros? quos tu paulo ante cum memoriter, tum etiam erga nos amice et benivole collegisti, nec me tamen laudandis maioribus meis corrupisti nec segniorem ad respondendum reddidisti. quorum facta quem ad modum, quaeso, interpretaris?",FINISHED,2019-12-29,2020-01-04,2795,2880
648,Atqu.,"Quae adhuc, Cato, a te dicta sunt, eadem, inquam, dicere posses, si sequerere Pyrrhonem aut Aristonem. nec enim ignoras his istud honestum non summum modo, sed etiam, ut tu vis, solum bonum videri. quod si ita est, sequitur id ipsum, quod te velle video, omnes semper beatos esse sapientes. hosn?",FINISHED,2020-01-04,2020-01-10,2786,2880
649,Minim!,"Quid paulo ante, inquit, dixerimnonne meministi, cum omnis dolor detractus esset, variari, nonaugeri voluptatem? Memini vero, inquam; sed tu istuc dixti beneLatine, parum plane. varietas enim Latinum verbum est, idqueproprie quidem in disparibus coloribus dicitur, sed transfertur inmulta disparia: varium poema, varia oratio, varii mores, variafortuna, voluptas etiam varia dic?",FINISHED,2020-01-10,2020-01-16,2996,2880
650,Ii!,"Cupiditates non Epicuri divisionefiniebat, sed sua satietate. habebat tamen rationem valitudinis:utebatur iis exercitationibus, ut ad cenam et sitiens et esuriensveniret, eo cibo, qui et suavissimus esset et idem facillimus adconcoquendum, vino et ad voluptatem et ne noceret. cetera illaadhibebat, quibus demptis negat se Epicurus intellegere quid sitbonum. aberat omnis dolor?",FINISHED,2020-01-16,2020-01-22,2886,2880
651,Se!,"Istud quidem, inquam, optime dicis, sed quaero nonne tibi faciendum idem sit nihil dicenti bonum, quod non rectum honestumque sit, reliquarum rerum discrimen omne tollenti. Si quidem, inquit, tollerem, sed relinquo. Quonam modo? inquam. si una virtus, unum istud, quod honestum appellas, rectum, laudabile, decorum - erit enim notius qual!",FINISHED,2016-01-24,2016-01-26,928,960
652,No?,"Licet hic rursus ea commemores, quae optimis verbis ab Epicuro de laude amicitiae dicta sunt. nonquaero, quid dicat, sed quid convenienter possit rationi etsententiae suae dicere. 'Utilitatis causa amicitia est quaesita.'Num igitur utiliorem tibi hunc Triarium putas esse posse, quam situa sint Puteolis granaria? collige omnia, quae soletis:'Praesidium amicorum.' Sati.",FINISHED,2016-01-26,2016-01-28,1014,960
653,Sun?,"Idne consensisse de Calatinoplurimas gentis arbitramur, primarium populi fuisse, quodpraestantissimus fuisset in conficiendis voluptatibus? ergo in iisadolescentibus bonam spem esse dicemus et magnam indolem, quos suiscommodis inservituros et quicquid ipsis expediat facturosarbitrabimur? nonne videmus quanta perturbatio rerum omniumconsequatur, quanta confusio? tollitur beneficium, tollitur gratia, quae sunt vincla concordiae. nec enim.",FINISHED,2016-01-28,2016-01-30,981,960
654,Dua.,"Haec mirabilia videri intellego, sed cum certe superiora firma ac vera sint, his autem ea consentanea et consequentia, ne de horum quidem est veritate dubitandum. sed quamquam negant nec virtutes nec vitia crescere, tamen utrumque eorum fundi quodam modo et quasi dilatari putant. Divitias autem Diogenes censet eam modo vi.",FINISHED,2016-01-30,2016-02-01,976,960
655,Se.,"Synephebos ego, inquit, potius Caecilii aut Andriam Terentii quam utramque Menandri legam? A quibus tantum dissentio, ut, cum Sophocles vel optime scripserit Electram, tamen male conversam Atilii mihi legendam putem, de quo Lucilius: 'ferreum scriptorem', verum, opinor, scriptorem tamen, ut legendus sit. rudem enim esse omnino in nostris poetis au.",FINISHED,2016-02-01,2016-02-03,942,960
656,U!,"Ius autem, quod ita dici appellarique possit, id esse natura, alienumque esse a sapiente non modo iniuriam cui facere, verum etiam nocere. nec vero rectum est cum amicis aut bene meritis consociare aut coniungere iniuriam, gravissimeque et verissime defenditur numquam aequitatem ab utilitate posse seiungi, et quicquid aequum iustumque esset.",FINISHED,2016-02-03,2016-02-05,1017,960
657,Eademqu.,"Sunt autem quidam Epicurei timidiores paulo contra vestra convicia, sed tamen satis acuti, qui verentur ne, si amicitiam propter nostram voluptatem expetendam putemus, tota amicitia quasi claudicare videatur. itaque primos congressus copulationesque et consuetudinum instituendarum voluntates fieri propter voluptatem; cum autem usus progrediens familiaritatem effecerit, tum amorem efflorescere tantum, ut.",FINISHED,2016-02-05,2016-02-07,952,960
658,Se!,"Sed iure Mucius. ego autem mirari non queo unde hoc sit tam insolens domesticarum rerum fastidium. non est omnino hic docendi locus; sed ita sentio et saepe disserui, Latinam linguam non modo non inopem, ut vulgo putarent, sed locupletiorem etiam esse quam Graecam. quando enim nobis, vel dicam aut oratoribu?",FINISHED,2016-02-07,2016-02-09,975,960
659,Amicitia!,"O praeclaram beate vivendi et apertam et simplicem et directam viam! eum enim certe nihil homini possit melius esse quam vacare omni dolore et molestia perfruique maximis et animi et corporis voluptatibus, videtisne quam nihil praetermittatur quod vitam adiuvet, quo facilius id, quod propositum est, summum bonum consequamur? clamat Epicurus.",FINISHED,2016-02-09,2016-02-11,933,960
660,Nem?,"Sed de clarorum hominum factis illustribus et gloriosis satis hoc loco dictum sit. erit enim iam de omnium virtutum cursu ad voluptatem proprius disserendi locus. nunc autem explicabo, voluptas ipsa quae qualisque sit, ut tollatur error omnis imperitorum intellegaturque ea, quae voluptaria, delicata, mollis habeatur disciplina, quam gravis, quam continens.",FINISHED,2016-02-11,2016-02-13,931,960
661,Dedera.,"Huic certae stabilique sententiae quae sint coniuncta explicabo brevi. nullus in ipsis error est finibus bonorum et malorum, id est in voluptate aut in dolore, sed in his rebus peccant, cum e quibus haec efficiantur ignorant. animi autem voluptates et dolores nasci fatemur e corporis voluptatibus et doloribus - itaqu!",FINISHED,2016-02-13,2016-02-15,1010,960
662,Se!,"Omnium, quos non est veritum in ea voluptate, quaemaxima dulcedine sensum moveret, summum bonum ponere contemnentisistam vacuitatem doloris. hi non viderunt, ut ad cursumequum, ad arandum bovem, ad indagandum canem, sic hominem ad duasres, ut ait Aristoteles, ad intellegendum et agendum, esse natumquasi mortalem deum, contraque ut tardam aliquam e?",FINISHED,2016-02-15,2016-02-17,987,960
663,Ne!,"Ut enim obscuratur et offunditur luce solis lumen lucernae, et ut interit magnitudine maris Aegaei stilla mellis, et ut in divitiis Croesi teruncii accessio et gradus unus in ea via, quae est hinc in Indiam, sic, cum sit is bonorum finis, quem Stoici dicunt, omnis ista rerum corporearum aestimatio splendor.",FINISHED,2016-02-17,2016-02-19,842,960
664,Ne!,"Haec igitur Epicuri non probo, inquam. De cetero vellem equidem aut ipse doctrinis fuisset instructior - est enim, quod tibi ita videri necesse est, non satis politus iis artibus, quas qui tenent, eruditi appellantur - aut ne deterruisset alios a studiis. quamquam te quidem video minime esse deterritum. Quae cu?",FINISHED,2016-02-19,2016-02-21,919,960
665,Haec!,"Isto modo, ne si avia quidem eius nata non esset. res tota, Torquate, nondoctorum hominum, velle post mortem epulis celebrari memoriam suinominis. quos quidem dies quem ad modum agatis et in quantamhominum facetorum urbanitatem incurratis, non dico - nihil opus estlitibus - ; tantum dico, magis fuisse vestrum agere Epicur!",FINISHED,2016-02-21,2016-02-23,898,960
666,Ia!,"Non potes ergo ista tueri, Torquate, mihi crede, si te ipse et tuas cogitationes et studiaperspexeris; pudebit te, inquam, illius tabulae, quam Cleanthessane commode verbis depingere solebat. iubebat eos, qui audiebant, secum ipsos cogitare pictam in tabula Voluptatem pulcherrimovestitu et ornatu regali in solio sedentem, praesto esse Virtutesut ancillulas, qua?",FINISHED,2016-02-23,2016-02-25,1076,960
667,Tu.,"Quae possunt eadem contraCarneadeum illud summum bonum dici, quod is non tam, ut probaret, protulit, quam ut Stoicis, quibuscum bellum gerebat, opponeret. idautem eius modi est, ut additum ad virtutem auctoritatem videaturhabiturum et expleturum cumulate vitam beatam, de quo omnis haecquaestio est. nam qui ad virtutem adiungunt vel voluptatem, quamuna?",FINISHED,2016-02-25,2016-02-27,992,960
668,Hu!,"Primum non saepe, deinde quae estista relaxatio, cum et praeteriti doloris memoria recens est etfuturi atque inpendentis torquet timor? 'Moriatur', inquit.Fortasse id optimum, sed ubi illud: 'Plus semper voluptatis'? sienim ita est, vide ne facinus facias, cum mori suadeas. potius ergoilla dicantur: turpe esse, viri non esse debilitari dolore, frangi?",FINISHED,2016-02-27,2016-02-29,1017,960
669,Videmu.,"Quae dici eadem de ceterisvirtutibus possunt, quarum omnium fundamenta vos in voluptatetamquam in aqua ponitis. quid enim? fortemne possumus dicere eundemillum Torquatum?-delector enim, quamquam te non possum, ut ais, corrumpere, delector, inquam, et familia vestra et nomine. ethercule mihi vir optimus nostrique amantissimus, Aulus Torquatus, versatur ante oculos, cuius quantu?",FINISHED,2016-02-29,2016-03-02,891,960
670,Invita.,"Honestum igitur id intellegimus, quod tale est, ut detracta omni utilitate sine ullis praemiisfructibusve per se ipsum possit iure laudari. quod quale sit, nontam definitione, qua sum usus, intellegi potest, quamquamaliquantum potest, quam communi omnium iudicio et optimi cuiusquestudiis atque factis, qui permulta ob eam unam causam faciunt, quiadecet, qui.",FINISHED,2016-03-02,2016-03-04,936,960
671,Cu!,"Atque haec quidem de rerum nominibus. de ipsis rebus autem saepenumero, Brute, vereor ne reprehendar, cum haec ad te scribam, qui cum in philosophia, tum in optimo genere philosophiae tantum processeris. quod si facerem quasi te erudiens, iure reprehenderer. sed ab eo plurimum absum neque, ut ea cognoscas, quae tib.",FINISHED,2016-12-26,2016-12-31,2312,2400
672,Eademqu.,"Hi non viderunt, ut ad cursumequum, ad arandum bovem, ad indagandum canem, sic hominem ad duasres, ut ait Aristoteles, ad intellegendum et agendum, esse natumquasi mortalem deum, contraque ut tardam aliquam et languidampecudem ad pastum et ad procreandi voluptatem hoc divinum animalortum esse voluerunt, quo nihil mihi videtur absurdius. Atqu?",FINISHED,2016-12-31,2017-01-05,2480,2400
673,Sun!,"Non prorsus, inquit, omnisque, quisine dolore sint, in voluptate, et ea quidem summa, esse dico. Ergoin eadem voluptate eum, qui alteri misceat mulsum ipse non sitiens, et eum, qui illud sitiens bibat? Tum ille: Finem, inquit, interrogandi, si videtur, quod quidem ego a principio ita me malledixeram hoc ipsum providens!",FINISHED,2017-01-05,2017-01-10,2454,2400
674,Se?,"Sed dum dialecticam, Torquate, contemnit Epicurus, quae una continet omnem et perspiciendi quid inquaque re sit scientiam et iudicandi quale quidque sit et rationeac via disputandi, ruit in dicendo, ut mihi quidem videtur, nec ea, quae docere vult, ulla arte distinguit, ut haec ipsa, quae modoloquebamur. summum a vobis bonu!",FINISHED,2017-01-10,2017-01-15,2365,2400
675,No?,"Eadem fortitudinis ratio reperietur. nam neque laborum perfunctio neque perpessio dolorum per se ipsa allicit nec patientia nec assiduitas nec vigiliae nec ea ipsa, quae laudatur, industria, ne fortitudo quidem, sed ista sequimur, ut sine cura metuque vivamus animumque et corpus, quantum efficere possimus, molestia liberemus. ut enim mortis met.",FINISHED,2017-01-15,2017-01-20,2402,2400
676,Traditur?,"Nec vero ignoro varias philosophorum fuisse sententias, eorum dico, qui summum bonum, quod ultimum appello, in animo ponerent. quae quamquam vitiose quidam secuti sunt, tamen non modo iis tribus, qui virtutem a summo bono segregaverunt, cum aut voluptatem aut vacuitatem doloris aut prima naturae in summis bonis ponerent, sed etia?",FINISHED,2017-01-20,2017-01-25,2430,2400
677,Atqu.,"Verum hoc loco sumo verbis his eandemcerte vim voluptatis Epicurum nosse quam ceteros. omnes enimiucundum motum, quo sensus hilaretur. Graece *donn, Latinevoluptatem vocant. Quid est igitur, inquit, quod requiras? Dicam, inquam, et quidem discendi causa magis, quam quo te aut Epicurumreprehensum velim. Ego quoque, inquit, didicerim libentius si quidattuleris, qua!",FINISHED,2017-01-25,2017-01-30,2365,2400
678,Circumscripti?,"Nec vero ignoro varias philosophorum fuisse sententias, eorum dico, qui summum bonum, quod ultimum appello, in animo ponerent. quae quamquam vitiose quidam secuti sunt, tamen non modo iis tribus, qui virtutem a summo bono segregaverunt, cum aut voluptatem aut vacuitatem doloris aut prima naturae in summis bonis ponerent, sed etia.",FINISHED,2017-01-30,2017-02-04,2518,2400
679,Qui?,"Illud autem ipsum qui optineripotest, quod dicitis, omnis animi et voluptates et dolores adcorporis voluptates ac dolores pertinere? nihilne te delectatumquam - video, quicum loquar - te igitur, Torquate, ipsum per senihil delectat? omitto dignitatem, honestatem, speciem ipsamvirtutum, de quibus ante dictum est, haec leviora ponam: poema, orationem cum au?",FINISHED,2017-02-04,2017-02-09,2374,2400
680,Leg!,"Bene facis, inquit, quod me adiuvas, et istis quidem, quae modo dixisti, utar potius Latinis, in ceteris subvenies, si me haerentem videbis. Sedulo, inquam, faciam. sed 'fortuna fortis'; quare conare, quaeso. quid enim possumus hoc agere divinius? Placet his, inquit, quorum ratio mihi probatur, simulatque natum sit animal - hin?",FINISHED,2017-02-09,2017-02-14,2507,2400
681,U.,"Nec vero ignoro varias philosophorum fuisse sententias, eorum dico, qui summum bonum, quod ultimum appello, in animo ponerent. quae quamquam vitiose quidam secuti sunt, tamen non modo iis tribus, qui virtutem a summo bono segregaverunt, cum aut voluptatem aut vacuitatem doloris aut prima naturae in summis bonis ponerent, sed etia?",FINISHED,2017-02-14,2017-02-19,2408,2400
682,I?,"Quoniam igitur omnis summaphilosophiae ad beate vivendum refertur, idque unum expetenteshomines se ad hoc studium contulerunt, beate autem vivere alii inalio, vos in voluptate ponitis, item contra miseriam omnem indolore, id primum videamus, beate vivere vestrum quale sit. atquehoc dabitis, ut opinor, si modo sit aliquid esse beatum, idoportere totu?",FINISHED,2017-02-19,2017-02-24,2403,2400
683,Hae!,"Est, ut dicis, inquam. sed tamen omne, quod de re bona dilucide dicitur, mihi praeclare dici videtur. istius modi autem res dicere ornate velle puerile est, plane autem et perspicue expedire posse docti et intellegentis viri. Progrediamur igitur, quoniam, inquit, ab his principiis naturae discessimus, quibus congruere debent quae sequuntur.",FINISHED,2017-02-24,2017-03-01,2398,2400
684,Cupiditate.,"Quam vellem, inquit, te ad Stoicos inclinavisses! erat enim, si cuiusquam, certe tuum nihil praeter virtutem in bonis ducere. Vide, ne magis, inquam, tuum fuerit, cum re idem tibi, quod mihi, videretur, non nova te rebus nomina inponere. ratio enim nostra consentit, pugnat oratio. Minime vero, inquit ille, consentit. quicqui!",FINISHED,2017-03-01,2017-03-06,2503,2400
685,Ho?,"Quae cum dixissem, magis ut illum provocarem quam ut ipse loquerer, tum Triarius leniter arridens: Tu quidem, inquit, totum Epicurum paene e philosophorum choro sustulisti. Quid ei reliquisti, nisi te, quoquo modo loqueretur, intellegere, quid diceret? Aliena dixit in physicis nec ea ipsa, quae tibi probarentur; si qua in ii!",FINISHED,2017-03-06,2017-03-11,2499,2400
686,E.,"Ut vero conservetur omnis homini erga hominem societas, coniunctio, caritas, et emolumenta et detrimenta, quae et appellant, communia esse voluerunt; quorum altera prosunt, nocent altera. neque solum ea communia, verum etiam paria esse dixerunt. incommoda autem et commoda - ita enim et appello - communia esse voluerunt, paria noluerunt. ill?",FINISHED,2017-03-11,2017-03-16,2404,2400
687,A!,"Sunt autem quidam Epicurei timidiores paulo contra vestra convicia, sed tamen satis acuti, qui verentur ne, si amicitiam propter nostram voluptatem expetendam putemus, tota amicitia quasi claudicare videatur. itaque primos congressus copulationesque et consuetudinum instituendarum voluntates fieri propter voluptatem; cum autem usus progrediens familiaritatem effecerit, tum amorem efflorescere tantum, ut!",FINISHED,2017-03-16,2017-03-21,2387,2400
688,Quis?,"Primum non saepe, deinde quae estista relaxatio, cum et praeteriti doloris memoria recens est etfuturi atque inpendentis torquet timor? 'Moriatur', inquit.Fortasse id optimum, sed ubi illud: 'Plus semper voluptatis'? sienim ita est, vide ne facinus facias, cum mori suadeas. potius ergoilla dicantur: turpe esse, viri non esse debilitari dolore, frangi?",FINISHED,2017-03-21,2017-03-26,2360,2400
689,Magn.,"Sed ut epistulam laudandamarbitror eam, quam modo totidem fere verbis interpretatus sum, quamquam ea cum summa eius philosophia nullo modo congruebat, siceiusdem testamentum non solum philosophi gravitate, sedetiam ab ipsius sententia iudico discrepare. scripsit enim etmultis saepe verbis et breviter arteque in eo libro, quem modonominavi, mortem nihil ad no!",FINISHED,2017-03-26,2017-03-31,2347,2400
